algorithm,gid,dataset,seed,status,valid_output,seconds,train_nmse,valid_nmse,id_test_nmse,ood_test_nmse,metric_complete,noise_sigma
imcts,g0002,first_principles_hubble,1,ok,True,3601.648,0.04763452297047894,0.08702344226604596,0.2780188407995204,0.11961625482683721,True,0.1
pysr,g0020,first_principles_leavitt,2,ok,True,3601.649,2.6373549981777185e-05,0.0004378969052178074,0.00024947991095630994,0.0005981051443717903,True,0.01
pysr,g0008,Nguyen-12,0,ok,True,3601.649,0.0005802449977462456,0.0006206772442619436,0.0001415667470341179,0.0359925176682497,True,0.05
gplearn,g0050,BPG9,0,ok,True,3601.649,0.44319589256621134,0.4578151118181616,0.4458422760096615,0.7687478599077635,True,0.1
gplearn,g0037,CRK34,2,ok,True,3601.649,0.006968784771582576,0.00636472012686714,0.006887132424697881,1.1615937818227329,True,0.1
gplearn,g0007,Korns-2,1,ok,True,3601.649,0.0009469618125950357,47916.73357235326,0.10193967178124778,0.029850761367980296,True,0.05
imcts,g0050,BPG9,1,ok,True,3601.65,4.283805107586773e-06,4.90647013836389e-06,3.3273793932143097e-06,0.007079718823606201,True,0.1
imcts,g0008,Nguyen-12,0,ok,True,3601.65,0.000992362701729644,0.0025215335663924324,0.00016508786629682346,0.015990643031028436,True,0.1
imcts,g0043,CRK33,0,ok,True,3601.65,225.78652339129857,170.8675128391139,167.09156458265215,4323497.918527501,True,0.05
gplearn,g0024,strogatz_predprey2,4,ok,True,3601.651,0.15074132672139837,0.04790867572722794,0.08139462228356326,0.5673499126694236,True,0.05
imcts,g0010,Nguyen-9,3,ok,True,3601.652,0.0009490956699076871,0.005804818919794145,1.2562569030930077,0.004956020143232919,True,0.1
udsr,g0047,BPG5,2,ok,True,3601.652,2.0515464203709196e-05,2.3681289063627776e-05,2.4858237033264163e-05,1.1399834858271225,True,0.05
pysr,g0017,strogatz_shearflow1,1,ok,True,3601.653,0.00022018206906067482,0.0021585935530819152,2.088027957338776e-05,0.09612757417533066,True,0.05
gplearn,g0038,PO19,3,ok,True,3601.653,0.029083792392901604,0.0395738339639341,0.039625002585082336,0.03738483143355209,True,0.05
imcts,g0005,Keijzer-11,0,ok,True,3601.653,0.002725677016407257,0.008782683420574283,0.007478744888807872,0.006987083135868183,True,0.1
imcts,g0036,CRK10,4,ok,True,3601.654,30599.89364955249,29953.12274067842,40470.203322082256,2898177061.856548,True,0.01
pysr,g0008,Nguyen-12,3,ok,True,3601.655,1.6681925935313806e-05,5.463917286717032e-06,2.777726179983106e-07,1.0267622340845899e-05,True,0.01
gplearn,g0043,CRK33,1,ok,True,3601.655,0.010366886100633918,0.009584354726510024,0.012168666788494409,4.2348648446035115,True,0.05
imcts,g0043,CRK33,1,ok,True,3601.655,2.7940866994235756e-05,2.2790457636903396e-05,2.7001266938513467e-05,1.3889262922744632,True,0.1
pysr,g0010,Nguyen-9,1,ok,True,3601.656,0.00017436798379966042,1.9982355079939758e-05,0.0005473056531163578,0.00011702694759223115,True,0.05
imcts,g0002,first_principles_hubble,2,ok,True,3601.656,0.04923726866853535,0.10256249048301087,0.9402794104685368,0.10269270937244952,True,0.1
pysr,g0011,Vladislavleva-4,1,ok,True,3601.656,0.007563484574304944,0.008656006597662648,0.007281034517605933,0.01487776933611312,True,0.1
gplearn,g0047,BPG5,3,ok,True,3601.656,0.02970007141958447,0.027472785968504852,0.03104940558573399,1.4108179600565964,True,0.05
imcts,g0024,strogatz_predprey2,4,ok,True,3601.656,0.0005363860194100247,0.00013828735976380608,0.00010775165554255143,0.00037910705218752394,True,0.1
pysr,g0017,strogatz_shearflow1,2,ok,True,3601.657,8.182117560256986e-06,8.007162785860051e-06,3.617040371100894e-06,5.300927690050514e-06,True,0.01
imcts,g0040,feynman-i.29.16,2,ok,True,3601.657,0.047594593781572894,0.06271960754108136,0.06569297367080569,0.10666406361464259,True,0.1
imcts,g0009,Nguyen-6,2,ok,True,3601.657,0.001501530990204629,0.0861067640672078,0.007657332391840048,0.285279492586869,True,0.05
gplearn,g0050,BPG9,0,ok,True,3601.658,0.44319589256621134,0.4578151118181616,0.4458422760096615,0.7687478599077635,True,0.05
pysr,g0006,Keijzer-2,0,ok,True,3601.658,0.001151030733101551,0.028254103929821944,41400.40277627426,0.000169708346456823,True,0.05
imcts,g0022,feynman-i.11.19,0,ok,True,3601.658,9.420777410304984e-06,7.389738124638119e-06,8.229955301292909e-06,4.001698300706575e-06,True,0.1
imcts,g0022,feynman-i.11.19,2,ok,True,3601.658,1.3076017030906687e-05,5.195547532016408e-08,3.08127668566068e-07,2.6756670052686683e-14,True,0.1
gplearn,g0029,strogatz_vdp1,3,ok,True,3601.658,0.2568140313937241,0.21483180477733232,1.8225959179087392,1.0550455330395434,True,0.01
udsr,g0013,feynman-i.43.31,0,ok,True,3601.658,1.7512661267669034e-06,1.751266126766833e-06,1.7512661267668194e-06,1.7512661267668562e-06,True,0.05
udsr,g0006,Keijzer-2,1,ok,True,3601.659,0.23563150354832949,0.29015350267581563,0.214260661476362,0.5069483766496514,True,0.01
imcts,g0029,strogatz_vdp1,0,ok,True,3601.659,2.726330674287008e-06,2.3987551791705615e-06,1.9658003188557366e-06,2.921927690426845e-06,True,0.01
udsr,g0025,strogatz_barmag2,0,ok,True,3601.659,0.0007441999765364753,0.00024387216218929494,0.001995528629551158,47.54741947832233,True,0.1
imcts,g0040,feynman-i.29.16,3,ok,True,3601.659,0.04752598399263843,0.062372311351001804,0.06508927304258041,0.10960489011031516,True,0.1
imcts,g0008,Nguyen-12,4,ok,True,3601.659,0.00024054994282005912,7.20927329846735e-05,0.0008773377272472618,0.0012885707575787347,True,0.05
imcts,g0049,BPG3,0,ok,True,3601.659,2.5518910844647304e-05,2.0816808532310228e-05,2.512060716875702e-05,206284.42489047092,True,0.1
udsr,g0011,Vladislavleva-4,3,ok,True,3601.66,0.00013831597316415456,0.00015700824223104795,0.00017471049014313418,0.0001944677236170136,True,0.1
udsr,g0010,Nguyen-9,4,ok,True,3601.66,0.0012661315006772765,0.0013686775028577628,30.472354386140506,0.06270417240011031,True,0.1
pysr,g0043,CRK33,1,ok,True,3601.661,1.730762303171485e-05,1.530258210737516e-05,1.6624922602793878e-05,0.4713384577531336,True,0.05
imcts,g0005,Keijzer-11,2,ok,True,3601.661,0.005035978943886832,0.2886257013403161,0.13787099908143785,0.05765839480047177,True,0.05
udsr,g0004,Korns-4,1,ok,True,3601.661,2.377683936587725e-06,1.396954944492743e-06,2.3716557722043164e-06,2.2397381575383413e-06,True,0.1
udsr,g0026,strogatz_barmag1,1,ok,True,3601.662,0.0001246846331680125,0.00015182726327464018,0.00014999735691833738,5.430210936413984,True,0.01
imcts,g0044,feynman-i.15.3t,4,ok,True,3601.662,1.6004374045077062e-06,1.5478269527150936e-06,1.633364847702799e-06,5.832186190499317e-05,True,0.05
udsr,g0035,feynman-i.32.5,2,ok,True,3601.662,0.0997507520879665,0.17069024170206362,0.09608616166317982,0.17536294729934326,True,0.05
pysr,g0048,MatSci21,2,ok,True,3601.663,2.2403280846227908e-05,2.284542701045706e-05,2.465472353159911e-05,9.362934893781588e-06,True,0.05
gplearn,g0029,strogatz_vdp1,4,ok,True,3601.663,0.3028635255160798,0.5193307523406687,0.5406159698077851,1.134679156416608,True,0.05
udsr,g0009,Nguyen-6,3,ok,True,3601.664,0.0013547500781656097,0.2782511668673079,0.005298476424986213,2.4980046206608666,True,0.05
gplearn,g0017,strogatz_shearflow1,0,ok,True,3601.664,0.026828995768391633,0.01891373843715009,0.03311018551322517,2.217301688373432,True,0.1
gplearn,g0038,PO19,2,ok,True,3601.665,0.0010569361612979996,0.0010630993472716594,0.0010626737197765251,0.020350799772523173,True,0.01
imcts,g0029,strogatz_vdp1,3,ok,True,3601.665,2.348915156391631e-06,4.03972910274142e-06,8.042756633364213e-07,1.2592282570497394e-07,True,0.01
imcts,g0007,Korns-2,4,ok,True,3601.665,1.180537597496466,17.568724518031615,540.8641452491984,3.329573709967991,True,0.05
gplearn,g0029,strogatz_vdp1,2,ok,True,3601.665,0.12454948744850498,0.16157849515772799,0.4592329528098572,0.9478273015568561,True,0.1
pysr,g0036,CRK10,2,ok,True,3601.666,5.803234842434097e-06,5.62678943523391e-06,5.684679009317749e-06,0.07675393853245824,True,0.05
gplearn,g0040,feynman-i.29.16,1,ok,True,3601.666,0.05128416098428486,0.06280472387426711,0.06837646066577027,0.27578534862464144,True,0.05
udsr,g0022,feynman-i.11.19,0,ok,True,3601.666,0.6479157989518195,0.6451187033856061,0.6880701045728528,0.7077721445710022,True,0.05
imcts,g0009,Nguyen-6,3,ok,True,3601.666,0.001760684550657876,0.09342911175074164,0.0028090265848576927,0.6056533888033405,True,0.05
pysr,g0010,Nguyen-9,1,ok,True,3601.667,0.0007981390972393232,0.0038971050374997165,0.11961432109695558,0.000968125155079837,True,0.1
pysr,g0006,Keijzer-2,3,ok,True,3601.667,0.004032183632641082,0.007280174763555691,113.77023456541907,0.001569137310917712,True,0.1
imcts,g0036,CRK10,1,ok,True,3601.667,,297.2172685139631,368.96726523971137,9502626.762145882,True,0.05
pysr,g0007,Korns-2,0,ok,True,3601.668,0.0005168560251949758,0.015126349936541765,0.0017991977643215839,0.0007557241858250072,True,0.05
imcts,g0013,feynman-i.43.31,3,ok,True,3601.668,6.283997494406879e-08,6.283997494405655e-08,6.283997494405592e-08,6.283997494405803e-08,True,0.01
udsr,g0025,strogatz_barmag2,4,ok,True,3601.668,0.0007797987034481035,0.0005337749121415753,0.0017678594806322622,148.49504852132944,True,0.1
gplearn,g0038,PO19,3,ok,True,3601.668,0.028657207049374356,0.038958696805187466,0.037867857875505964,0.04181011489378725,True,0.1
pysr,g0008,Nguyen-12,2,ok,True,3601.669,1.387686174185966e-05,5.222310903372297e-06,1.469423833977789e-05,0.0002264745510362521,True,0.01
pysr,g0026,strogatz_barmag1,1,ok,True,3601.669,0.00016008898986091924,6.175158277520173e-05,6.407973947060252e-05,1.122757670093484e-05,True,0.05
imcts,g0032,feynman-i.13.12,4,ok,True,3601.669,4.940730990029636e-07,4.940730990030497e-07,4.940730990032309e-07,4.940730990100361e-07,True,0.05
pysr,g0026,strogatz_barmag1,2,ok,True,3601.669,4.7049527012890535e-06,4.955827352132017e-06,1.6784875874333552e-05,0.00027210356230907305,True,0.01
pysr,g0025,strogatz_barmag2,2,ok,True,3601.67,7.791434024316276e-06,1.27275941667732e-06,2.0213723979658064e-06,0.001075794628362077,True,0.01
pysr,g0039,CRK0,3,ok,True,3601.67,,3570699.003744734,2458335.474721924,12452921356.320908,True,0.01
pysr,g0024,strogatz_predprey2,3,ok,True,3601.67,0.00017861206687232802,0.00013688195768589014,0.00012581255795757117,9.41059925616853e-05,True,0.05
imcts,g0022,feynman-i.11.19,3,ok,True,3601.67,3.77361432285412e-06,5.061327600432765e-06,3.5575942112129474e-06,1.568727320703349e-05,True,0.05
udsr,g0021,feynman-i.39.22,2,ok,True,3601.67,3.1777324929728663e-06,3.1777250225629936e-06,3.177712367382276e-06,3.1777300225418202e-06,True,0.1
udsr,g0013,feynman-i.43.31,2,ok,True,3601.67,2.1101995753641834e-05,2.3139899627170823e-05,1.9023584609156563e-05,1.5908015321959517e-06,True,0.1
imcts,g0007,Korns-2,2,ok,True,3601.671,1.2413854745786763,16.71791260571147,88.64684128266538,4.928286251650336,True,0.05
gplearn,g0047,BPG5,0,ok,True,3601.671,0.008488875141721272,0.010043954519157022,0.009304355397663685,2.816637934727186,True,0.05
gplearn,g0005,Keijzer-11,2,ok,True,3601.671,0.0044539397383138845,0.018392351275041584,0.14997032393440432,1.1231782696753179,True,0.05
imcts,g0048,MatSci21,0,ok,True,3601.671,1.1781604564158663e-05,1.1379133421795565e-05,1.2120784749429133e-05,2.3305241296252698e-05,True,0.1
pysr,g0011,Vladislavleva-4,2,ok,True,3601.672,0.007131656159143968,0.0067419493226751,0.007267868875219799,0.013119532231757887,True,0.01
gplearn,g0041,PO41,3,ok,True,3601.672,0.00607050563828223,0.006456673413919986,0.006649038054694667,0.04641654141318327,True,0.05
pysr,g0011,Vladislavleva-4,0,ok,True,3601.672,0.007132587386820257,0.006740137003253143,0.007271217690988008,0.013024996058152317,True,0.1
imcts,g0049,BPG3,3,ok,True,3601.672,2.5734626929668218e-05,2.3937359905315346e-05,3.323566274457386e-05,375938.032270536,True,0.1
udsr,g0022,feynman-i.11.19,0,ok,True,3601.673,0.6491749817998317,0.6436998788626878,0.6855866309079139,0.6473915740285742,True,0.1
gplearn,g0050,BPG9,1,ok,True,3601.673,0.30917759956111784,0.40338182557167884,0.5034483294784058,1.0,True,0.01
udsr,g0020,first_principles_leavitt,0,ok,True,3601.673,6.863193272143435e-05,0.0003024541775593303,0.0003050187128286819,0.05863536271206381,True,0.1
udsr,g0038,PO19,2,ok,True,3601.673,0.00021170425167842507,0.0002243528167696386,0.00020470774494125854,2299.7878880259423,True,0.1
gplearn,g0017,strogatz_shearflow1,1,ok,True,3601.675,0.07438552587386742,0.18528827646761334,0.0882638338758168,3.3291728736788895,True,0.01
imcts,g0018,feynman-i.18.16,2,ok,True,3601.675,6.45221729425292e-08,2.8440330005930492e-08,2.943600990323715e-08,6.895174183111323e-09,True,0.01
llmsr,g0028,feynman-ii.4.23,3,ok,True,3601.676,0.9999999999722932,1.0000000000059195,0.9999999999477404,0.9999999999749877,True,0.05
imcts,g0028,feynman-ii.4.23,2,ok,True,3601.676,1.1488590810118137e-07,1.1488590810117123e-07,1.1488590810119907e-07,1.1488590810404158e-07,True,0.1
imcts,g0014,feynman-ii.34.11,1,ok,True,3601.679,9.304780054183542e-06,8.32583331195853e-06,1.1489671471825976e-05,5.525909918689536e-05,True,0.1
gplearn,g0047,BPG5,4,ok,True,3601.679,0.016048286796431752,0.01566607019417011,0.013905198958939866,1.0,True,0.1
pysr,g0049,BPG3,2,ok,True,3601.68,1.79422833346023e-05,3.3123176029163212e-06,2.8224832298370262e-06,93.86763577658185,True,0.05
pysr,g0011,Vladislavleva-4,3,ok,True,3601.68,0.007132019146021153,0.006724253994697994,0.007294355096709851,0.013110562312083603,True,0.1
udsr,g0010,Nguyen-9,3,ok,True,3601.68,0.0012832851644147174,0.02374896436500548,5.231042934948531,2.318126046672832,True,0.1
gplearn,g0041,PO41,3,ok,True,3601.681,0.018510029767640334,0.02770902356869385,0.015193751341649084,0.0563782769276371,True,0.01
gplearn,g0026,strogatz_barmag1,0,ok,True,3601.681,0.12425288923250898,0.03574112271661533,0.050083220652080505,0.28669257271789905,True,0.05
udsr,g0002,first_principles_hubble,2,ok,True,3601.681,0.07055168241030912,0.08047976640778752,0.07092474138442761,0.07860136604080745,True,0.05
gplearn,g0008,Nguyen-12,1,ok,True,3601.681,0.0165979891195349,0.01891146648000678,0.03076707747827724,0.046324163855970914,True,0.05
imcts,g0045,feynman-bonus.20,3,ok,True,3601.681,1.0193473320698156e+54,1.1320970904932269e+54,7.5949015923094724e+53,2.108578215988992e+65,True,0.05
udsr,g0005,Keijzer-11,2,ok,True,3601.682,0.00196432191411581,11.655956654158071,11.754931693596088,13.480426180709197,True,0.05
udsr,g0050,BPG9,4,ok,True,3601.682,8.678832711253362e-06,8.910927174978018e-06,7.936332019288519e-06,0.32643959237991477,True,0.05
imcts,g0025,strogatz_barmag2,4,ok,True,3601.683,8.324240220855936e-05,3.6497167411811545e-05,0.0002479262765835418,0.00023719136444177395,True,0.05
udsr,g0021,feynman-i.39.22,3,ok,True,3601.684,0.5133580765542742,0.40386979266731926,0.5250799484528735,0.7060274080402765,True,0.05
imcts,g0034,CRK11,4,ok,True,3601.684,458972.03499707277,980009.3684431346,647460.2964935035,13113195747.322598,True,0.01
imcts,g0032,feynman-i.13.12,2,ok,True,3601.684,2.0638558136597336e-06,2.1553532510960324e-06,1.8440610408337713e-06,6.866715331222018e-07,True,0.05
imcts,g0002,first_principles_hubble,2,ok,True,3601.684,0.027065279270012774,0.027482148269637553,0.46974566024015746,0.10378478956401194,True,0.05
imcts,g0035,feynman-i.32.5,3,ok,True,3601.684,4.456793364975341e-06,5.616209688718031e-06,4.7677937691310395e-06,2.376734088248445e-06,True,0.1
udsr,g0041,PO41,0,ok,True,3601.685,1.6957275821768078e-05,1.5807844041410114e-05,1.5238590018400726e-05,1101.7542358225332,True,0.05
gplearn,g0047,BPG5,1,ok,True,3601.685,0.003983254841684693,0.0035263802253729434,0.002960037712660288,0.9690238168651575,True,0.05
gplearn,g0008,Nguyen-12,3,ok,True,3601.686,0.013925570377704031,0.014279996480122108,0.032975914699969085,0.04292518756941754,True,0.05
udsr,g0017,strogatz_shearflow1,4,ok,True,3601.686,0.014918316820809109,0.012058032322959154,0.0063833588598780164,5.617602963583454,True,0.01
udsr,g0003,feynman-ii.27.18,0,ok,True,3601.686,1.462944223414656e-06,1.5860695255830573e-06,1.4317723564728204e-06,1.7485660068765056e-07,True,0.1
imcts,g0007,Korns-2,4,ok,True,3601.687,1.19658487969873,17.908542766481478,93.04636009404848,5.215171612663563,True,0.01
imcts,g0017,strogatz_shearflow1,3,ok,True,3601.687,5.7954494295537845e-05,2.9022962120007854e-05,1.751709578133679e-05,0.0008388598592644906,True,0.05
imcts,g0002,first_principles_hubble,4,ok,True,3601.688,0.035475679549055575,0.07762948592704627,0.4953024668361148,0.12060711159743429,True,0.01
udsr,g0004,Korns-4,0,ok,True,3601.688,1.908074090341279e-08,1.2737455310343213e-08,2.161006443765922e-08,1.997204390908189e-08,True,0.05
imcts,g0048,MatSci21,1,ok,True,3601.688,8.297977537111858e-06,8.240517282647349e-06,7.938002514491856e-06,7.705767625293411e-05,True,0.05
llmsr,g0019,feynman-ii.34.2a,4,ok,True,3601.688,0.9990717260979762,1.0031219413140087,1.0034452383237111,1.0004814261697568,True,0.1
pysr,g0041,PO41,1,ok,True,3601.689,0.00037139539750443297,0.0003677393582235855,0.0003317383513782878,0.007026589559905982,True,0.1
pysr,g0009,Nguyen-6,2,ok,True,3601.69,4.768815804942448e-05,0.029440211915954802,0.0004923277337296083,0.20879334209746542,True,0.01
imcts,g0033,feynman-iii.10.19,3,ok,True,3601.69,6.24621333625592e+35,6.736376520612283e+35,7.826715814222541e+35,1.3648522267650332e+32,True,0.01
udsr,g0030,feynman-iii.7.38,2,ok,True,3601.691,9.8316555534935e-08,1.0061900670747141e-07,1.1226330822523933e-07,3.7017241105514486e-07,True,0.01
imcts,g0019,feynman-ii.34.2a,2,ok,True,3601.691,2.21194105891693e-06,2.1105498465654323e-06,1.905033302900252e-06,8.236013872702511e-08,True,0.05
imcts,g0004,Korns-4,1,ok,True,3601.692,2.5765891582734698e-08,3.051354111895128e-08,3.57883584739902e-08,2.7935034222322974e-08,True,0.01
udsr,g0013,feynman-i.43.31,3,ok,True,3601.692,8.589015584423914e-08,8.58901558442189e-08,8.589015584423004e-08,8.589015584422478e-08,True,0.05
imcts,g0045,feynman-bonus.20,2,ok,True,3601.692,1.0348356335091002e+54,1.1503651683335537e+54,7.715673572855126e+53,2.1209780277671646e+65,True,0.01
udsr,g0029,strogatz_vdp1,0,ok,True,3601.693,6.396540573730307e-06,1.2575291894516068e-06,3.8100858002687143e-06,1.2880646062611333e-05,True,0.01
udsr,g0010,Nguyen-9,0,ok,True,3601.693,0.0009445298125461628,0.0012574387586922133,1.8821959503939796,0.020107982349774216,True,0.1
udsr,g0039,CRK0,2,ok,True,3601.693,0.0016912724621254962,0.0018055539491177834,0.001277902178073342,2.8690636891950896,True,0.05
gplearn,g0043,CRK33,0,ok,True,3601.693,0.07695680848722229,0.06420440795242856,0.09732048891937138,1.683580283297944,True,0.05
imcts,g0049,BPG3,2,ok,True,3601.693,1.5784455574132367e-05,2.359083693022643e-05,1.7061685737911226e-05,0.00027682901650222263,True,0.1
pysr,g0025,strogatz_barmag2,2,ok,True,3601.694,0.0003370227855437194,0.00016659241362689865,0.0007113258997942994,0.0007154107917083236,True,0.05
udsr,g0008,Nguyen-12,1,ok,True,3601.695,4.051994395128467e-05,0.020356348556374734,1.0951062090590304e-05,0.20273419594093292,True,0.01
imcts,g0043,CRK33,4,ok,True,3601.695,,462785.30807425844,400646.66089902027,88630362044.47809,True,0.01
udsr,g0041,PO41,4,ok,True,3601.695,5.1885824100260386e-05,5.733042207356046e-05,5.179798258119197e-05,4.93314045172763,True,0.01
imcts,g0040,feynman-i.29.16,2,ok,True,3601.695,0.04751989444201011,0.06226302101074055,0.06572892897230136,0.10885923059119566,True,0.05
imcts,g0006,Keijzer-2,4,ok,True,3601.695,0.0005196292132550472,0.0004455634019635525,5.562270341868396e+87,0.00015294468582278096,True,0.05
gplearn,g0025,strogatz_barmag2,1,ok,True,3601.696,0.15761230955743152,0.03951981151439374,0.1378758332218362,0.3636823205268546,True,0.1
imcts,g0047,BPG5,0,ok,True,3601.696,13.148987154845408,12.208415272268448,11.317612727236028,268931.10597041243,True,0.05
